"","code","skills","skill_type"
"339",1612,"Supportive Care","specific_skills"
"340",1613,"Active Listening","basic_skills"
"341",1613,"Community Service","basic_skills"
"342",1613,"Critical Thinking","basic_skills"
"343",1613,"Monitoring","basic_skills"
"344",1613,"Community Management","basic_skills"
"345",1613,"Social Perceptivenesss","basic_skills"
"346",1613,"Management Of Personnel Resources","basic_skills"
"347",1613,"Elder Care","specific_skills"
"348",1613,"Financial Management","specific_skills"
"349",1613,"Crisis Management","specific_skills"
"350",1614,"Service Orientation","basic_skills"
"351",1614,"Social Perceptivenesss","basic_skills"
"352",1614,"Active Learning","basic_skills"
"353",1614,"Active Listening","basic_skills"
"354",1614,"Complex Problem Solving","basic_skills"
"355",1614,"Community Management","basic_skills"
"356",1614,"Community Service","basic_skills"
"357",1614,"Crisis Management","specific_skills"
"358",1614,"Financial Management","specific_skills"
"359",1614,"Home Care","specific_skills"
"360",1615,"Active Listening","basic_skills"
"361",1615,"Speaking","basic_skills"
"362",1615,"Critical Thinking","basic_skills"
"363",1615,"Learning Strategies","basic_skills"
"364",1615,"Reading Comprehension","basic_skills"
"365",1615,"Program Management","specific_skills"
"366",1615,"Psychology","specific_skills"
"367",1615,"Knowledge Management","specific_skills"
"368",1615,"Crisis Intervention","specific_skills"
"369",1616,"Active Listening","basic_skills"
"370",1616,"Critical Thinking","basic_skills"
"371",1616,"Monitoring","basic_skills"
"372",1616,"Reading Comprehension","basic_skills"
"373",1616,"Speaking","basic_skills"
"374",1616,"Event Management","specific_skills"
"375",1616,"Sales Management","specific_skills"
"376",1616,"Financial Management","specific_skills"
"377",1617,"Critical Thinking","basic_skills"
"378",1617,"Reading Comprehension","basic_skills"
"379",1617,"Active Listening","basic_skills"
"380",1617,"Speaking","basic_skills"
"381",1617,"Writing","basic_skills"
"382",1617,"Legal Analysis","specific_skills"
"383",1617,"Food Hygiene And Safety Standard","specific_skills"
"384",1617,"Compliance Management","specific_skills"
"385",1617,"Contract Drafting","specific_skills"
"386",1618,"Speaking","basic_skills"
"387",1618,"Reading Comprehension","basic_skills"
"388",1618,"Active Listening","basic_skills"
"389",1618,"Coordination","basic_skills"
"390",1618,"Writing","basic_skills"
"391",1618,"Property Management","specific_skills"
"392",1618,"Leasing","specific_skills"
"393",1618,"Food Hygiene And Safety Standard","specific_skills"
"394",1618,"Construction Management","specific_skills"
"395",1621,"Active Listening","basic_skills"
"396",1621,"Coordination","basic_skills"
"397",1621,"Service Orientation","basic_skills"
"398",1621,"Social Perceptivenesss","basic_skills"
"399",1621,"Speaking","basic_skills"
"400",1621,"Budget Management","specific_skills"
"401",1621,"Staff Management","specific_skills"
"402",1621,"Campaign Performance Analysis","specific_skills"
"403",1621,"Forecasting","specific_skills"
"404",1621,"Property Management","specific_skills"
"405",1622,"Management Of Personnel Resources","basic_skills"
"406",1622,"Coordination","basic_skills"
"407",1622,"Monitoring","basic_skills"
"408",1622,"Speaking","basic_skills"
"409",1622,"Time Management","basic_skills"
"410",1622,"Budget Management","specific_skills"
"411",1622,"Staff Management","specific_skills"
"412",1622,"Campaign Performance Analysis","specific_skills"
"413",1622,"Forecasting","specific_skills"
"414",1622,"Property Management","specific_skills"
"415",1622,"Environmental Impact Assessment","specific_skills"
"416",1623,"Active Listening","basic_skills"
"417",1623,"Monitoring","basic_skills"
"418",1623,"Speaking","basic_skills"
"419",1623,"Coordination","basic_skills"
"420",1623,"Critical Thinking","basic_skills"
"421",1623,"Risk Assessment","specific_skills"
"422",1623,"Security Assessment","specific_skills"
"423",1623,"Supervisory Skills","specific_skills"
"424",1624,"Active Listening","basic_skills"
"425",1624,"Reading Comprehension","basic_skills"
"426",1624,"Speaking","basic_skills"
"427",1624,"Critical Thinking","basic_skills"
"428",1624,"Writing","basic_skills"
"429",1624,"Knowledge Management","specific_skills"
"430",2111,"Mathematics","basic_skills"
"431",2111,"Reading Comprehension","basic_skills"
"432",2111,"Critical Thinking","basic_skills"
"433",2111,"Speaking","basic_skills"
"434",2111,"Problem Analysis","basic_skills"
"435",2111,"Analysis","specific_skills"
"436",2111,"Statistical Analysis","specific_skills"
"437",2111,"Root Cause Analysis","specific_skills"
"438",2111,"Instrumental Analysis","specific_skills"
"439",2111,"Testing Skills","specific_skills"
"440",2111,"Scientific","specific_skills"
"441",2111,"Research And Development","specific_skills"
"442",2111,"Problem Solving","basic_skills"
"443",2111,"Time Management","basic_skills"
"444",2111,"Research","basic_skills"
"445",2112,"Reading Comprehension","basic_skills"
"446",2112,"Active Listening","basic_skills"
"447",2112,"Critical Thinking","basic_skills"
"448",2112,"Speaking","basic_skills"
"449",2112,"Complex Problem Solving","basic_skills"
"450",2112,"Analysis","specific_skills"
"451",2112,"Statistical Analysis","specific_skills"
"452",2112,"Root Cause Analysis","specific_skills"
"453",2112,"Instrumental Analysis","specific_skills"
"454",2112,"Testing Skills","specific_skills"
"455",2112,"Scientific","specific_skills"
"456",2112,"Research And Development","specific_skills"
"457",2112,"Equipment Maintenance","specific_skills"
"458",2113,"Critical Thinking","basic_skills"
"459",2113,"Reading Comprehension","basic_skills"
"460",2113,"Active Listening","basic_skills"
"461",2113,"Mathematics","basic_skills"
"462",2113,"Problem Analysis","basic_skills"
"463",2113,"Statistical Analysis","specific_skills"
"464",2113,"Root Cause Analysis","specific_skills"
"465",2113,"Instrumental Analysis","specific_skills"
"466",2113,"Testing Skills","specific_skills"
"467",2113,"Scientific","specific_skills"
"468",2113,"Research And Development","specific_skills"
"469",2114,"Reading Comprehension","basic_skills"
"470",2114,"Critical Thinking","basic_skills"
"471",2114,"Speaking","basic_skills"
"472",2114,"Active Listening","basic_skills"
"473",2114,"Analysis","specific_skills"
"474",2114,"Statistical Analysis","specific_skills"
"475",2114,"Tableau","specific_skills"
"476",2114,"Scientific","specific_skills"
"477",2114,"Research And Development","specific_skills"
"478",2114,"Complex Problem Solving","basic_skills"
"479",2121,"Mathematics","basic_skills"
"480",2121,"Complex Problem Solving","basic_skills"
"481",2121,"Critical Thinking","basic_skills"
"482",2121,"Reading Comprehension","basic_skills"
"483",2121,"Active Learning","basic_skills"
"484",2121,"Analytics","specific_skills"
"485",2121,"Data Mining","specific_skills"
"486",2121,"Data Analysis","specific_skills"
"487",2121,"Data Entry","specific_skills"
"488",2121,"Data Visualization","specific_skills"
"489",2121,"Statistical Analysis","specific_skills"
"490",2121,"Internet Literacy","specific_skills"
"491",2121,"Crisis Intervention","specific_skills"
"492",2121,"Decision Making","basic_skills"
"493",2121,"Active Listening","basic_skills"
"494",2131,"Reading Comprehension","basic_skills"
"495",2131,"Speaking","basic_skills"
"496",2131,"Active Listening","basic_skills"
"497",2131,"Critical Thinking","basic_skills"
"498",2131,"Analysis","specific_skills"
"499",2131,"Microsoft Office","specific_skills"
"500",2131,"Data Analysis","specific_skills"
"501",2131,"Food Hygiene And Safety Standard","specific_skills"
"502",2131,"Parasitology","specific_skills"
"503",2131,"Scientific","specific_skills"
"504",2131,"Research And Development","specific_skills"
"505",2131,"Decision Making","basic_skills"
"506",2131,"Writing","basic_skills"
"507",2132,"Active Listening","basic_skills"
"508",2132,"Decision Making","basic_skills"
"509",2132,"Monitoring","basic_skills"
"510",2132,"Critical Thinking","basic_skills"
"511",2132,"Management Of Personnel Resources","basic_skills"
"512",2132,"Analysis","specific_skills"
"513",2132,"Microsoft Office","specific_skills"
"514",2132,"Food Hygiene And Safety Standard","specific_skills"
"515",2132,"Scientific","specific_skills"
"516",2132,"Research And Development","specific_skills"
"517",2133,"Reading Comprehension","basic_skills"
"518",2133,"Complex Problem Solving","basic_skills"
"519",2133,"Critical Thinking","basic_skills"
"520",2133,"Analysis","specific_skills"
"521",2133,"Landscaping","specific_skills"
"522",2133,"Food Hygiene And Safety Standard","specific_skills"
"523",2133,"Analytics","specific_skills"
"524",2133,"Statistical Analysis","specific_skills"
"525",2133,"Environmental Impact Assessment","specific_skills"
"526",2133,"Scientific","specific_skills"
"527",2133,"Research And Development","specific_skills"
"528",2134,"Critical Thinking","basic_skills"
"529",2134,"Reading Comprehension","basic_skills"
"530",2134,"Writing","basic_skills"
"531",2134,"Record Keeping","specific_skills"
"532",2134,"Quality Management","specific_skills"
"533",2134,"Scientific","specific_skills"
"534",2134,"Research And Development","specific_skills"
"535",2134,"Active Listening","basic_skills"
"536",2134,"Teaching","basic_skills"
"537",2134,"Speaking","basic_skills"
"538",2134,"Decision Making","basic_skills"
"539",2141,"Decision Making","basic_skills"
"540",2141,"Active Listening","basic_skills"
"541",2141,"Complex Problem Solving","basic_skills"
"542",2141,"Critical Thinking","basic_skills"
"543",2141,"Reading Comprehension","basic_skills"
"544",2141,"Cad/Cam Software","specific_skills"
"545",2141,"Rapid Prototyping","specific_skills"
"546",2141,"Automation Skills","specific_skills"
"547",2141,"Technical Engineering","specific_skills"
"548",2141,"Mechanical","specific_skills"
"549",2141,"Workplace Safety And Health","specific_skills"
"550",2141,"Monitoring","basic_skills"
"551",2141,"Speaking","basic_skills"
"552",2141,"Systems Analysis","specific_skills"
"553",2141,"Mathematics","basic_skills"
"554",2141,"Writing","basic_skills"
"555",2142,"Critical Thinking","basic_skills"
"556",2142,"Reading Comprehension","basic_skills"
"557",2142,"Active Listening","basic_skills"
"558",2142,"Complex Problem Solving","basic_skills"
"559",2142,"Mathematics","basic_skills"
"560",2142,"Autocad","specific_skills"
"561",2142,"Food Hygiene And Safety Standard","specific_skills"
"562",2142,"Construction Management","specific_skills"
"563",2142,"Technical Engineering","specific_skills"
"564",2142,"Workplace Safety And Health","specific_skills"
"565",2142,"Speaking","basic_skills"
"566",2143,"Critical Thinking","basic_skills"
"567",2143,"Reading Comprehension","basic_skills"
"568",2143,"Active Listening","basic_skills"
"569",2143,"Complex Problem Solving","basic_skills"
"570",2143,"Writing","basic_skills"
"571",2143,"Analysis","specific_skills"
"572",2143,"Technical Engineering","specific_skills"
"573",2143,"Root Cause Analysis","specific_skills"
"574",2143,"Hazardous Waste Management","specific_skills"
"575",2143,"Environmental Impact Assessment","specific_skills"
"576",2143,"Green Skills","specific_skills"
"577",2144,"Critical Thinking","basic_skills"
"578",2144,"Reading Comprehension","basic_skills"
"579",2144,"Active Listening","basic_skills"
"580",2144,"Complex Problem Solving","basic_skills"
"581",2144,"Robotic Engineering","specific_skills"
"582",2144,"Workplace Safety And Health","specific_skills"
"583",2144,"Mechanical","specific_skills"
"584",2144,"Mechanical & Electrical","specific_skills"
"585",2144,"Technical Engineering","specific_skills"
"586",2144,"Automation Skills","specific_skills"
"587",2144,"Mathematics","basic_skills"
"588",2144,"Communication","basic_skills"
"589",2145,"Complex Problem Solving","basic_skills"
"590",2145,"Critical Thinking","basic_skills"
"591",2145,"Decision Making","basic_skills"
"592",2145,"Mathematics","basic_skills"
"593",2145,"Analysis","specific_skills"
"594",2145,"Scada","specific_skills"
"595",2145,"Workplace Safety And Health","specific_skills"
"596",2145,"Mechanical & Electrical","specific_skills"
"597",2145,"Technical Engineering","specific_skills"
"598",2145,"Automation Skills","specific_skills"
"599",2146,"Complex Problem Solving","basic_skills"
"600",2146,"Critical Thinking","basic_skills"
"601",2146,"Decision Making","basic_skills"
"602",2146,"Reading Comprehension","basic_skills"
"603",2146,"Speaking","basic_skills"
"604",2146,"Workplace Safety And Health","specific_skills"
"605",2146,"Mechanical & Electrical","specific_skills"
"606",2146,"Technical Engineering","specific_skills"
"607",2146,"Automation Skills","specific_skills"
"608",2146,"Construction Management","specific_skills"
"609",2146,"Food Hygiene And Safety Standard","specific_skills"
"610",2146,"Active Listening","basic_skills"
"611",2149,"Active Listening","basic_skills"
"612",2149,"Monitoring","basic_skills"
"613",2149,"Critical Thinking","basic_skills"
"614",2149,"Decision Making","basic_skills"
"615",2149,"Workplace Safety And Health","specific_skills"
"616",2149,"Mechanical & Electrical","specific_skills"
"617",2149,"Technical Engineering","specific_skills"
"618",2149,"Reading Comprehension","basic_skills"
"619",2149,"Speaking","basic_skills"
"620",2149,"Complex Problem Solving","basic_skills"
"621",2149,"Writing","basic_skills"
"622",2149,"Automation Skills","specific_skills"
"623",2149,"Osh Management System","specific_skills"
"624",2149,"Mathematics","basic_skills"
"625",2149,"Quality Management","specific_skills"
"626",2149,"Quality Control","specific_skills"
"627",2149,"Research And Development","specific_skills"
"628",2149,"Analysis","specific_skills"
"629",2149,"Failure Analysis","specific_skills"
"630",2149,"Autocad","specific_skills"
"631",2149,"Statistical Analysis","specific_skills"
"632",2149,"Testing Skills","specific_skills"
"633",2149,"Communication","basic_skills"
"634",2149,"Leadership","basic_skills"
"635",2149,"Interpersonal","basic_skills"
"636",2149,"Research","basic_skills"
"637",2149,"Time Management","basic_skills"
"638",2149,"Analytical","specific_skills"
"639",2151,"Writing","basic_skills"
"640",2151,"Critical Thinking","basic_skills"
"641",2151,"Active Listening","basic_skills"
"642",2151,"Reading Comprehension","basic_skills"
"643",2151,"Complex Problem Solving","basic_skills"
"644",2151,"Analysis","specific_skills"
"645",2151,"Autocad","specific_skills"
"646",2151,"Electrical Wiring","specific_skills"
"647",2151,"Analog Circuit Design","specific_skills"
"648",2151,"Process Validation","specific_skills"
"649",2151,"Workplace Safety And Health","specific_skills"
"650",2151,"Mechanical & Electrical","specific_skills"
"651",2151,"Technical Engineering","specific_skills"
"652",2152,"Complex Problem Solving","basic_skills"
"653",2152,"Critical Thinking","basic_skills"
"654",2152,"Reading Comprehension","basic_skills"
"655",2152,"Speaking","basic_skills"
"656",2152,"Analysis","specific_skills"
"657",2152,"Debugging","specific_skills"
"658",2152,"Analog Circuit Design","specific_skills"
"659",2152,"Electronic Design","specific_skills"
"660",2152,"Workplace Safety And Health","specific_skills"
"661",2152,"Technical Engineering","specific_skills"
"662",2153,"Active Listening","basic_skills"
"663",2153,"Critical Thinking","basic_skills"
"664",2153,"Reading Comprehension","basic_skills"
"665",2153,"Speaking","basic_skills"
"666",2153,"Active Learning","basic_skills"
"667",2153,"Analysis","specific_skills"
"668",2153,"Wireless Security Network","specific_skills"
"669",2153,"Technology Design","specific_skills"
"670",2153,"Mongo Db","specific_skills"
"671",2161,"Active Listening","basic_skills"
"672",2161,"Critical Thinking","basic_skills"
"673",2161,"Complex Problem Solving","basic_skills"
"674",2161,"Speaking","basic_skills"
"675",2161,"Decision Making","basic_skills"
"676",2161,"Food Hygiene And Safety Standard","specific_skills"
"677",2161,"Costing Skills","specific_skills"
"678",2161,"Construction Management","specific_skills"
"679",2161,"Architectural Drafting","specific_skills"
"680",2161,"Facility Management","specific_skills"
"681",2161,"Workplace Safety And Health","specific_skills"
"682",2161,"Green Skills","specific_skills"
"683",2162,"Active Listening","basic_skills"
"684",2162,"Reading Comprehension","basic_skills"
"685",2162,"Coordination","basic_skills"
"686",2162,"Speaking","basic_skills"
"687",2162,"Complex Problem Solving","basic_skills"
"688",2162,"Food Hygiene And Safety Standard","specific_skills"
"689",2162,"Costing Skills","specific_skills"
"690",2162,"Construction Management","specific_skills"
"691",2162,"Architectural Drafting","specific_skills"
"692",2162,"Facility Management","specific_skills"
"693",2162,"Workplace Safety And Health","specific_skills"
"694",2162,"Green Skills","specific_skills"
"695",2163,"Active Listening","basic_skills"
"696",2163,"Reading Comprehension","basic_skills"
"697",2163,"Critical Thinking","basic_skills"
"698",2163,"Speaking","basic_skills"
"699",2163,"Complex Problem Solving","basic_skills"
"700",2163,"Trend Analysis","specific_skills"
"701",2163,"Visual Design","specific_skills"
"702",2163,"Adobe Photoshop","specific_skills"
"703",2163,"Creative Design","specific_skills"
"704",2163,"Digital Design","specific_skills"
"705",2164,"Active Listening","basic_skills"
"706",2164,"Reading Comprehension","basic_skills"
"707",2164,"Critical Thinking","basic_skills"
"708",2164,"Speaking","basic_skills"
"709",2164,"Decision Making","basic_skills"
"710",2164,"Adobe Illustrator","specific_skills"
"711",2164,"Traffic Management","specific_skills"
"712",2164,"Autocad","specific_skills"
"713",2165,"Mathematics","basic_skills"
"714",2165,"Critical Thinking","basic_skills"
"715",2165,"Reading Comprehension","basic_skills"
"716",2165,"Active Listening","basic_skills"
"717",2165,"Complex Problem Solving","basic_skills"
"718",2165,"Autocad","specific_skills"
"719",2165,"Food Hygiene And Safety Standard","specific_skills"
"720",2165,"Analysis","specific_skills"
"721",2165,"Geographic Information System","specific_skills"
"722",2165,"Quantity Surveying Skills","specific_skills"
"723",2165,"Writing","basic_skills"
"724",2165,"Active Learning","basic_skills"
"725",2166,"Critical Thinking","basic_skills"
"726",2166,"Reading Comprehension","basic_skills"
"727",2166,"Active Listening","basic_skills"
"728",2166,"Speaking","basic_skills"
"729",2166,"Javascript","specific_skills"
"730",2166,"Css","specific_skills"
"731",2166,"Adobe Photoshop","specific_skills"
"732",2166,"Graphic Design","specific_skills"
"733",2166,"Illustration","specific_skills"
"734",2171,"Critical Thinking","basic_skills"
"735",2171,"Teamwork","basic_skills"
"736",2171,"Geographic Information System","specific_skills"
"737",2171,"Reading Comprehension","basic_skills"
"738",2171,"Active Listening","basic_skills"
"739",2171,"Decision Making","basic_skills"
"740",2171,"Speaking","basic_skills"
"741",2172,"Critical Thinking","basic_skills"
"742",2172,"Reading Comprehension","basic_skills"
"743",2172,"Active Listening","basic_skills"
"744",2172,"Decision Making","basic_skills"
"745",2172,"Speaking","basic_skills"
"746",2172,"Geographic Information System","specific_skills"
"747",2172,"Route Navigation Software","specific_skills"
"748",2173,"Active Listening","basic_skills"
"749",2173,"Critical Thinking","basic_skills"
"750",2173,"Monitoring","basic_skills"
"751",2173,"Communication","basic_skills"
"752",2173,"Analysis","specific_skills"
"753",2173,"Electrical Wiring","specific_skills"
"754",2174,"Active Listening","basic_skills"
"755",2174,"Critical Thinking","basic_skills"
"756",2174,"Speaking","basic_skills"
"757",2174,"Decision Making","basic_skills"
"758",2174,"Complex Problem Solving","basic_skills"
"759",2174,"Network Operation Centre","specific_skills"
"760",2175,"Active Listening","basic_skills"
"761",2175,"Critical Thinking","basic_skills"
"762",2175,"Monitoring","basic_skills"
"763",2175,"Route Navigation Software","specific_skills"
"764",2181,"Complex Problem Solving","basic_skills"
"765",2181,"Critical Thinking","basic_skills"
"766",2181,"Decision Making","basic_skills"
"767",2181,"Reading Comprehension","basic_skills"
"768",2181,"Speaking","basic_skills"
"769",2181,"Analysis","specific_skills"
"770",2181,"Food Hygiene And Safety Standard","specific_skills"
"771",2181,"Autocad","specific_skills"
"772",2181,"Analytics","specific_skills"
"773",2181,"Construction Management","specific_skills"
"774",2182,"Reading Comprehension","basic_skills"
"775",2182,"Decision Making","basic_skills"
"776",2182,"Teamwork","basic_skills"
"777",2182,"Active Listening","basic_skills"
"778",2182,"Monitoring","basic_skills"
"779",2182,"Quality Management","specific_skills"
"780",2182,"Supply Chain Management","specific_skills"
"781",2182,"Material Testing","specific_skills"
"782",2182,"Testing Skills","specific_skills"
"783",2182,"Halal Integrity System","specific_skills"
"784",2182,"Halal Compliance","specific_skills"
"785",2182,"Critical Thinking","basic_skills"
"786",2182,"Speaking","basic_skills"
"787",2182,"Coordination","basic_skills"
"788",2182,"Time Management","basic_skills"
"789",2183,"Coordination","basic_skills"
"790",2183,"Management Of Personnel Resources","basic_skills"
"791",2183,"Active Listening","basic_skills"
"792",2183,"Monitoring","basic_skills"
"793",2183,"Speaking","basic_skills"
"794",2183,"Costing Skills","specific_skills"
"795",2183,"Analytics","specific_skills"
"796",2183,"Facility Management","specific_skills"
"797",2211,"Complex Problem Solving","basic_skills"
"798",2211,"Critical Thinking","basic_skills"
"799",2211,"Decision Making","basic_skills"
"800",2211,"Speaking","basic_skills"
"801",2211,"Clinical Management","specific_skills"
"802",2211,"Internal Medicine","specific_skills"
"803",2211,"Patient Care","specific_skills"
"804",2211,"Medical Consultant","specific_skills"
"805",2211,"Supportive Care","specific_skills"
"806",2211,"Active Listening","basic_skills"
"807",2211,"Reading Comprehension","basic_skills"
"808",2211,"Social Perceptivenesss","basic_skills"
"809",2211,"Writing","basic_skills"
"810",2212,"Complex Problem Solving","basic_skills"
"811",2212,"Critical Thinking","basic_skills"
"812",2212,"Decision Making","basic_skills"
"813",2212,"Speaking","basic_skills"
"814",2212,"Clinical Management","specific_skills"
"815",2212,"Internal Medicine","specific_skills"
"816",2212,"Patient Care","specific_skills"
"817",2212,"Medical Consultant","specific_skills"
"818",2212,"Supportive Care","specific_skills"
"819",2212,"Active Listening","basic_skills"
"820",2212,"Reading Comprehension","basic_skills"
"821",2212,"Family Medicine","specific_skills"
"822",2212,"First Aid","specific_skills"
"823",2212,"Medical Imaging","specific_skills"
"824",2221,"Active Listening","basic_skills"
"825",2221,"Social Perceptivenesss","basic_skills"
"826",2221,"Service Orientation","basic_skills"
"827",2221,"Speaking","basic_skills"
"828",2221,"Coordination","basic_skills"
"829",2221,"Nursing","specific_skills"
"830",2221,"Patient Care","specific_skills"
"831",2221,"First Aid","specific_skills"
"832",2221,"Emergency Care","specific_skills"
"833",2221,"Medication Administration","specific_skills"
"834",2221,"Neonatal Resuscitation","specific_skills"
"835",2221,"Supportive Care","specific_skills"
"836",2222,"Active Listening","basic_skills"
"837",2222,"Social Perceptivenesss","basic_skills"
"838",2222,"Critical Thinking","basic_skills"
"839",2222,"Speaking","basic_skills"
"840",2222,"Active Learning","basic_skills"
"841",2222,"Nursing","specific_skills"
"842",2222,"Patient Care","specific_skills"
"843",2222,"First Aid","specific_skills"
"844",2222,"Emergency Care","specific_skills"
"845",2222,"Medication Administration","specific_skills"
"846",2222,"Neonatal Resuscitation","specific_skills"
"847",2222,"Supportive Care","specific_skills"
"848",2231,"Active Listening","basic_skills"
"849",2231,"Social Perceptivenesss","basic_skills"
"850",2231,"Critical Thinking","basic_skills"
"851",2231,"Service Orientation","basic_skills"
"852",2231,"Decision Making","basic_skills"
"853",2231,"Patient Care","specific_skills"
"854",2231,"Medication Administration","specific_skills"
"855",2231,"Supportive Care","specific_skills"
"856",2241,"Active Listening","basic_skills"
"857",2241,"Social Perceptivenesss","basic_skills"
"858",2241,"Monitoring","basic_skills"
"859",2241,"Speaking","basic_skills"
"860",2241,"Reading Comprehension","basic_skills"
"861",2241,"First Aid","specific_skills"
"862",2241,"Nursing","specific_skills"
"863",2241,"Clinical Research","specific_skills"
"864",2241,"Clinical Management","specific_skills"
"865",2241,"Supportive Care","specific_skills"
"866",2251,"Active Listening","basic_skills"
"867",2251,"Reading Comprehension","basic_skills"
"868",2251,"Critical Thinking","basic_skills"
"869",2251,"Complex Problem Solving","basic_skills"
"870",2251,"Active Learning","basic_skills"
"871",2251,"Analysis","specific_skills"
"872",2251,"Patient Examination","specific_skills"
"873",2261,"Active Listening","basic_skills"
"874",2261,"Complex Problem Solving","basic_skills"
"875",2261,"Critical Thinking","basic_skills"
"876",2261,"Decision Making","basic_skills"
"877",2261,"Monitoring","basic_skills"
"878",2261,"Oral Surgery","specific_skills"
"879",2261,"Orthodontic Treatment","specific_skills"
"880",2261,"Patient Care","specific_skills"
"881",2261,"Root Canal","specific_skills"
"882",2261,"Reading Comprehension","basic_skills"
"883",2261,"Writing","basic_skills"
"884",2262,"Active Listening","basic_skills"
"885",2262,"Critical Thinking","basic_skills"
"886",2262,"Reading Comprehension","basic_skills"
"887",2262,"Teaching","basic_skills"
"888",2262,"Monitoring","basic_skills"
"889",2262,"Analysis","specific_skills"
"890",2262,"Microsoft Office","specific_skills"
"891",2262,"Inventory Management","specific_skills"
"892",2262,"Patient Care","specific_skills"
"893",2262,"Data Analysis","specific_skills"
"894",2263,"Speaking","basic_skills"
"895",2263,"Active Listening","basic_skills"
"896",2263,"Complex Problem Solving","basic_skills"
"897",2263,"Critical Thinking","basic_skills"
"898",2263,"Reading Comprehension","basic_skills"
"899",2263,"Risk Assessment","specific_skills"
"900",2263,"Microsoft Office","specific_skills"
"901",2263,"Safety Audit","specific_skills"
"902",2263,"Quality Management","specific_skills"
"903",2263,"Compliance Management","specific_skills"
"904",2263,"Environmental Impact Assessment","specific_skills"
"905",2263,"Halal Integrity System","specific_skills"
"906",2263,"Halal Compliance","specific_skills"
"907",2264,"Critical Thinking","basic_skills"
"908",2264,"Active Listening","basic_skills"
"909",2264,"Reading Comprehension","basic_skills"
"910",2264,"Social Perceptivenesss","basic_skills"
"911",2264,"Speaking","basic_skills"
"912",2264,"Reflexology","specific_skills"
"913",2264,"Physical Therapy","specific_skills"
"914",2264,"Massage Therapy","specific_skills"
"915",2264,"Patient Care","specific_skills"
"916",2264,"Patient Examination","specific_skills"
"917",2264,"Service Orientation","basic_skills"
"918",2265,"Active Listening","basic_skills"
"919",2265,"Critical Thinking","basic_skills"
"920",2265,"Reading Comprehension","basic_skills"
"921",2265,"Speaking","basic_skills"
"922",2265,"Monitoring","basic_skills"
"923",2265,"Microsoft Office","specific_skills"
"924",2265,"Record Keeping","specific_skills"
"925",2265,"Data Entry","specific_skills"
"926",2265,"Dna Technology","specific_skills"
"927",2265,"Healthcare Management","specific_skills"
"928",2265,"Health Research","specific_skills"
"929",2266,"Active Listening","basic_skills"
"930",2266,"Critical Thinking","basic_skills"
"931",2266,"Reading Comprehension","basic_skills"
"932",2266,"Speaking","basic_skills"
"933",2266,"Active Learning","basic_skills"
"934",2266,"Speech Therapy","specific_skills"
"935",2266,"Physical Therapy","specific_skills"
"936",2266,"Speech Language Pathology","specific_skills"
"937",2266,"Social Perceptivenesss","basic_skills"
"938",2266,"Learning Strategies","basic_skills"
"939",2267,"Active Listening","basic_skills"
"940",2267,"Critical Thinking","basic_skills"
"941",2267,"Reading Comprehension","basic_skills"
"942",2267,"Speaking","basic_skills"
"943",2267,"Vision Therapy","specific_skills"
"944",2267,"Patient Care","specific_skills"
"945",2267,"Tonometry","specific_skills"
"946",2267,"Service Orientation","basic_skills"
"947",2268,"Active Listening","basic_skills"
"948",2268,"Critical Thinking","basic_skills"
"949",2268,"Monitoring","basic_skills"
"950",2268,"Service Orientation","basic_skills"
"951",2268,"Decision Making","basic_skills"
"952",2268,"Patient Care","specific_skills"
"953",2268,"Patient Evaluation","specific_skills"
"954",2268,"Patient Examination","specific_skills"
"955",2269,"Active Listening","basic_skills"
"956",2269,"Critical Thinking","basic_skills"
"957",2269,"Reading Comprehension","basic_skills"
"958",2269,"Speaking","basic_skills"
"959",2269,"Social Perceptivenesss","basic_skills"
"960",2269,"Analysis","specific_skills"
"961",2269,"Patient Care","specific_skills"
"962",2269,"Data Management","specific_skills"
"963",2269,"Medical Imaging","specific_skills"
"964",2269,"Learning Strategies","basic_skills"
"965",2269,"Writing","basic_skills"
"966",2269,"Active Learning","basic_skills"
"967",2269,"Monitoring","basic_skills"
"968",2311,"Speaking","basic_skills"
"969",2311,"Reading Comprehension","basic_skills"
"970",2311,"Active Listening","basic_skills"
"971",2311,"Teaching","basic_skills"
"972",2311,"Learning Strategies","basic_skills"
"973",2311,"Active Learning","basic_skills"
"974",2311,"Decision Making","basic_skills"
"975",2311,"Tutoring","specific_skills"
"976",2311,"Academic Management","specific_skills"
"977",2311,"Analysis","specific_skills"
"978",2311,"Failure Analysis","specific_skills"
"979",2311,"Administration Management","specific_skills"
"980",2311,"Microsoft Office","specific_skills"
"981",2321,"Active Listening","basic_skills"
"982",2321,"Teaching","basic_skills"
"983",2321,"Learning Strategies","basic_skills"
"984",2321,"Active Learning","basic_skills"
"985",2321,"Illustration","specific_skills"
"986",2321,"Graphic Design","specific_skills"
"987",2331,"Active Listening","basic_skills"
"988",2331,"Teaching","basic_skills"
"989",2331,"Learning Strategies","basic_skills"
"990",2331,"Active Learning","basic_skills"
"991",2331,"Microsoft Office","specific_skills"
"992",2331,"Tutoring","specific_skills"
"993",2341,"Active Listening","basic_skills"
"994",2341,"Teaching","basic_skills"
"995",2341,"Learning Strategies","basic_skills"
"996",2341,"Active Learning","basic_skills"
"997",2341,"Microsoft Office","specific_skills"
"998",2341,"Nursing","specific_skills"
